DBN,School Name,Year,Total Enrollment,Grade PK (Half Day & Full Day),Grade K,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,# Female,% Female,# Male,% Male,# Asian,% Asian,# Black,% Black,# Hispanic,% Hispanic,# Multiple Race Categories Not Represented,% Multiple Race Categories Not Represented,# White,% White,# Students with Disabilities,% Students with Disabilities,# English Language Learners,% English Language Learners,# Poverty,% Poverty,Economic Need Index
22K217,P.S. 217 Colonel David Marcus School,2014-15,1261,67,199,197,205,202,215,176,0,0,0,0,0,0,0,609,48.3%,652,51.7%,612,48.5%,148,11.7%,248,19.7%,27,2.1%,226,17.9%,187,14.8%,308,24.4%,838,66.5%,70.0%
22K217,P.S. 217 Colonel David Marcus School,2015-16,1214,54,197,204,191,178,192,198,0,0,0,0,0,0,0,584,48.1%,630,51.9%,597,49.2%,134,11.0%,231,19.0%,26,2.1%,226,18.6%,178,14.7%,273,22.5%,794,65.4%,69.1%
22K217,P.S. 217 Colonel David Marcus School,2016-17,1193,54,179,198,199,187,183,193,0,0,0,0,0,0,0,582,48.8%,611,51.2%,617,51.7%,128,10.7%,217,18.2%,28,2.3%,203,17.0%,167,14.0%,313,26.2%,768,64.4%,67.0%
22K217,P.S. 217 Colonel David Marcus School,2017-18,1186,54,182,178,198,203,181,190,0,0,0,0,0,0,0,561,47.3%,625,52.7%,620,52.3%,113,9.5%,209,17.6%,36,3.0%,208,17.5%,176,14.8%,309,26.1%,922,77.7%,80.2%
22K217,P.S. 217 Colonel David Marcus School,2018-19,1141,54,156,172,177,195,209,178,0,0,0,0,0,0,0,565,49.5%,576,50.5%,611,53.5%,98,8.6%,187,16.4%,37,3.2%,208,18.2%,150,13.1%,287,25.2%,870,76.2%,78.8%
22K222,P.S. 222 Katherine R. Snyder,2014-15,885,66,149,144,156,134,122,114,0,0,0,0,0,0,0,435,49.2%,450,50.8%,178,20.1%,128,14.5%,165,18.6%,20,2.3%,394,44.5%,198,22.4%,45,5.1%,469,53.0%,39.1%
22K222,P.S. 222 Katherine R. Snyder,2015-16,883,36,137,157,147,152,131,123,0,0,0,0,0,0,0,436,49.4%,447,50.6%,165,18.7%,131,14.8%,172,19.5%,22,2.5%,393,44.5%,194,22.0%,39,4.4%,461,52.2%,36.5%
22K222,P.S. 222 Katherine R. Snyder,2016-17,911,36,138,145,160,149,150,133,0,0,0,0,0,0,0,437,48.0%,474,52.0%,181,19.9%,133,14.6%,166,18.2%,23,2.5%,408,44.8%,211,23.2%,65,7.1%,480,52.7%,34.6%
22K222,P.S. 222 Katherine R. Snyder,2017-18,932,36,144,143,145,157,154,153,0,0,0,0,0,0,0,436,46.8%,496,53.2%,199,21.4%,123,13.2%,161,17.3%,21,2.3%,428,45.9%,219,23.5%,98,10.5%,503,54.0%,43.5%
22K222,P.S. 222 Katherine R. Snyder,2018-19,888,0,125,148,149,146,158,162,0,0,0,0,0,0,0,414,46.6%,474,53.4%,191,21.5%,122,13.7%,159,17.9%,26,2.9%,390,43.9%,199,22.4%,93,10.5%,461,51.9%,39.9%
22K234,J.H.S. 234 Arthur W. Cunningham,2014-15,1924,0,0,0,0,0,0,0,661,635,628,0,0,0,0,919,47.8%,1005,52.2%,506,26.3%,324,16.8%,230,12.0%,12,0.6%,852,44.3%,212,11.0%,172,8.9%,1199,62.3%,47.3%
22K234,J.H.S. 234 Arthur W. Cunningham,2015-16,1988,0,0,0,0,0,0,0,686,669,633,0,0,0,0,960,48.3%,1028,51.7%,506,25.5%,331,16.6%,221,11.1%,28,1.4%,902,45.4%,239,12.0%,182,9.2%,1245,62.6%,47.0%
22K234,J.H.S. 234 Arthur W. Cunningham,2016-17,1982,0,0,0,0,0,0,0,642,682,658,0,0,0,0,963,48.6%,1019,51.4%,488,24.6%,358,18.1%,252,12.7%,42,2.1%,842,42.5%,249,12.6%,170,8.6%,1221,61.6%,47.7%
22K234,J.H.S. 234 Arthur W. Cunningham,2017-18,1907,0,0,0,0,0,0,0,572,650,685,0,0,0,0,950,49.8%,957,50.2%,465,24.4%,321,16.8%,247,13.0%,30,1.6%,844,44.3%,259,13.6%,186,9.8%,1373,72.0%,62.9%
22K234,J.H.S. 234 Arthur W. Cunningham,2018-19,1768,0,0,0,0,0,0,0,548,579,641,0,0,0,0,886,50.1%,882,49.9%,421,23.8%,291,16.5%,260,14.7%,36,2.0%,760,43.0%,273,15.4%,175,9.9%,1251,70.8%,63.0%
22K236,P.S. 236 Mill Basin,2014-15,542,36,81,81,85,74,109,76,0,0,0,0,0,0,0,271,50.0%,271,50.0%,54,10.0%,110,20.3%,71,13.1%,19,3.5%,288,53.1%,67,12.4%,39,7.2%,232,42.8%,30.5%
22K236,P.S. 236 Mill Basin,2015-16,579,51,92,87,79,88,77,105,0,0,0,0,0,0,0,293,50.6%,286,49.4%,56,9.7%,133,23.0%,71,12.3%,25,4.3%,294,50.8%,79,13.6%,29,5.0%,252,43.5%,31.0%
22K236,P.S. 236 Mill Basin,2016-17,544,48,76,94,84,78,88,76,0,0,0,0,0,0,0,279,51.3%,265,48.7%,53,9.7%,109,20.0%,72,13.2%,25,4.6%,285,52.4%,80,14.7%,26,4.8%,235,43.2%,31.2%
22K236,P.S. 236 Mill Basin,2017-18,554,49,86,83,96,79,77,84,0,0,0,0,0,0,0,281,50.7%,273,49.3%,52,9.4%,116,20.9%,82,14.8%,27,4.9%,277,50.0%,79,14.3%,30,5.4%,263,47.5%,36.6%
22K236,P.S. 236 Mill Basin,2018-19,559,41,85,85,86,96,87,79,0,0,0,0,0,0,0,283,50.6%,276,49.4%,59,10.6%,108,19.3%,82,14.7%,32,5.7%,278,49.7%,78,14.0%,37,6.6%,252,45.1%,33.5%
22K240,Andries Hudde,2014-15,874,0,0,0,0,0,0,0,265,291,318,0,0,0,0,414,47.4%,460,52.6%,159,18.2%,557,63.7%,93,10.6%,7,0.8%,58,6.6%,153,17.5%,106,12.1%,651,74.5%,61.5%
22K240,Andries Hudde,2015-16,828,0,0,0,0,0,0,0,249,281,298,0,0,0,0,413,49.9%,415,50.1%,153,18.5%,518,62.6%,96,11.6%,7,0.8%,54,6.5%,144,17.4%,69,8.3%,696,84.1%,61.9%
22K240,Andries Hudde,2016-17,791,0,0,0,0,0,0,0,226,267,298,0,0,0,0,389,49.2%,402,50.8%,145,18.3%,484,61.2%,106,13.4%,11,1.4%,45,5.7%,143,18.1%,75,9.5%,674,85.2%,60.6%
22K240,Andries Hudde,2017-18,743,0,0,0,0,0,0,0,243,231,269,0,0,0,0,373,50.2%,370,49.8%,138,18.6%,431,58.0%,101,13.6%,10,1.3%,63,8.5%,132,17.8%,102,13.7%,643,86.5%,73.6%
22K240,Andries Hudde,2018-19,689,0,0,0,0,0,0,0,211,241,237,0,0,0,0,326,47.3%,363,52.7%,112,16.3%,396,57.5%,111,16.1%,12,1.7%,58,8.4%,141,20.5%,117,17.0%,567,82.3%,75.2%
22K245,P.S. 245,2014-15,302,18,48,56,47,46,47,40,0,0,0,0,0,0,0,162,53.6%,140,46.4%,6,2.0%,163,54.0%,119,39.4%,7,2.3%,7,2.3%,62,20.5%,45,14.9%,285,94.4%,69.1%
22K245,P.S. 245,2015-16,315,18,51,49,57,47,49,44,0,0,0,0,0,0,0,159,50.5%,156,49.5%,9,2.9%,160,50.8%,134,42.5%,6,1.9%,6,1.9%,68,21.6%,49,15.6%,298,94.6%,71.1%
22K245,P.S. 245,2016-17,303,16,47,47,45,54,47,47,0,0,0,0,0,0,0,162,53.5%,141,46.5%,9,3.0%,159,52.5%,122,40.3%,6,2.0%,7,2.3%,70,23.1%,32,10.6%,283,93.4%,68.8%
22K245,P.S. 245,2017-18,308,18,48,61,44,40,55,42,0,0,0,0,0,0,0,157,51.0%,151,49.0%,5,1.6%,168,54.5%,119,38.6%,5,1.6%,11,3.6%,75,24.4%,21,6.8%,295,95.8%,82.4%
22K245,P.S. 245,2018-19,312,18,44,51,56,47,43,53,0,0,0,0,0,0,0,163,52.2%,149,47.8%,5,1.6%,168,53.8%,124,39.7%,6,1.9%,9,2.9%,71,22.8%,24,7.7%,297,95.2%,78.6%
22K251,P.S. 251 Paerdegat,2014-15,609,90,86,91,80,91,92,79,0,0,0,0,0,0,0,295,48.4%,314,51.6%,25,4.1%,476,78.2%,71,11.7%,10,1.6%,27,4.4%,111,18.2%,33,5.4%,393,64.5%,65.1%
22K251,P.S. 251 Paerdegat,2015-16,597,62,98,81,96,74,96,90,0,0,0,0,0,0,0,298,49.9%,299,50.1%,21,3.5%,462,77.4%,76,12.7%,8,1.3%,30,5.0%,118,19.8%,41,6.9%,386,64.7%,67.5%
22K251,P.S. 251 Paerdegat,2016-17,563,51,73,94,88,94,79,84,0,0,0,0,0,0,0,274,48.7%,289,51.3%,19,3.4%,412,73.2%,90,16.0%,14,2.5%,28,5.0%,115,20.4%,40,7.1%,363,64.5%,64.6%
22K251,P.S. 251 Paerdegat,2017-18,524,54,61,74,87,87,90,71,0,0,0,0,0,0,0,270,51.5%,254,48.5%,15,2.9%,382,72.9%,84,16.0%,14,2.7%,29,5.5%,105,20.0%,33,6.3%,393,75.0%,77.0%
22K251,P.S. 251 Paerdegat,2018-19,478,47,57,62,74,79,77,82,0,0,0,0,0,0,0,248,51.9%,230,48.1%,12,2.5%,358,74.9%,69,14.4%,13,2.7%,26,5.4%,90,18.8%,33,6.9%,365,76.4%,77.6%
22K254,P.S. 254 Dag Hammarskjold,2014-15,739,54,113,118,138,107,115,94,0,0,0,0,0,0,0,369,49.9%,370,50.1%,241,32.6%,15,2.0%,60,8.1%,5,0.7%,418,56.6%,65,8.8%,143,19.4%,462,62.5%,48.2%
22K254,P.S. 254 Dag Hammarskjold,2015-16,781,53,119,126,124,138,107,114,0,0,0,0,0,0,0,379,48.5%,402,51.5%,255,32.7%,11,1.4%,72,9.2%,4,0.5%,439,56.2%,84,10.8%,119,15.2%,464,59.4%,44.9%
22K254,P.S. 254 Dag Hammarskjold,2016-17,784,36,133,127,129,121,135,103,0,0,0,0,0,0,0,377,48.1%,407,51.9%,232,29.6%,10,1.3%,75,9.6%,4,0.5%,463,59.1%,96,12.2%,149,19.0%,447,57.0%,44.0%
22K254,P.S. 254 Dag Hammarskjold,2017-18,789,17,151,119,123,125,123,131,0,0,0,0,0,0,0,367,46.5%,422,53.5%,233,29.5%,7,0.9%,75,9.5%,3,0.4%,471,59.7%,112,14.2%,167,21.2%,458,58.0%,54.9%
22K254,P.S. 254 Dag Hammarskjold,2018-19,766,0,120,156,122,126,122,120,0,0,0,0,0,0,0,360,47.0%,406,53.0%,222,29.0%,6,0.8%,65,8.5%,4,0.5%,469,61.2%,93,12.1%,177,23.1%,434,56.7%,53.9%
22K255,P.S. 255 Barbara Reing School,2014-15,917,63,128,135,148,149,136,158,0,0,0,0,0,0,0,428,46.7%,489,53.3%,221,24.1%,23,2.5%,107,11.7%,16,1.7%,550,60.0%,160,17.4%,177,19.3%,684,74.6%,62.9%
22K255,P.S. 255 Barbara Reing School,2015-16,920,49,138,142,138,159,155,139,0,0,0,0,0,0,0,453,49.2%,467,50.8%,209,22.7%,26,2.8%,104,11.3%,15,1.6%,566,61.5%,142,15.4%,171,18.6%,697,75.8%,63.7%
22K255,P.S. 255 Barbara Reing School,2016-17,970,30,155,151,152,153,163,166,0,0,0,0,0,0,0,481,49.6%,489,50.4%,218,22.5%,26,2.7%,106,10.9%,15,1.5%,605,62.4%,146,15.1%,252,26.0%,734,75.7%,62.3%
22K255,P.S. 255 Barbara Reing School,2017-18,936,14,142,156,157,146,150,171,0,0,0,0,0,0,0,453,48.4%,483,51.6%,203,21.7%,23,2.5%,95,10.1%,16,1.7%,599,64.0%,155,16.6%,214,22.9%,721,77.0%,72.6%
22K255,P.S. 255 Barbara Reing School,2018-19,882,0,124,150,156,150,147,155,0,0,0,0,0,0,0,430,48.8%,452,51.2%,193,21.9%,22,2.5%,85,9.6%,17,1.9%,565,64.1%,148,16.8%,190,21.5%,678,76.9%,70.1%
22K277,P.S. 277 Gerritsen Beach,2014-15,457,29,75,67,70,71,74,71,0,0,0,0,0,0,0,221,48.4%,236,51.6%,34,7.4%,14,3.1%,56,12.3%,5,1.1%,348,76.1%,93,20.4%,20,4.4%,204,44.6%,28.4%
22K277,P.S. 277 Gerritsen Beach,2015-16,442,18,68,75,68,72,67,74,0,0,0,0,0,0,0,219,49.5%,223,50.5%,38,8.6%,12,2.7%,50,11.3%,4,0.9%,338,76.5%,86,19.5%,25,5.7%,205,46.4%,28.3%
22K277,P.S. 277 Gerritsen Beach,2016-17,433,18,65,69,76,69,71,65,0,0,0,0,0,0,0,208,48.0%,225,52.0%,54,12.5%,11,2.5%,52,12.0%,3,0.7%,313,72.3%,88,20.3%,28,6.5%,212,49.0%,28.9%
22K277,P.S. 277 Gerritsen Beach,2017-18,421,18,58,60,69,77,71,68,0,0,0,0,0,0,0,201,47.7%,220,52.3%,51,12.1%,10,2.4%,57,13.5%,7,1.7%,296,70.3%,87,20.7%,29,6.9%,222,52.7%,38.6%
22K277,P.S. 277 Gerritsen Beach,2018-19,433,35,60,61,61,68,76,72,0,0,0,0,0,0,0,208,48.0%,225,52.0%,67,15.5%,10,2.3%,52,12.0%,7,1.6%,297,68.6%,90,20.8%,28,6.5%,213,49.2%,36.5%
22K278,J.H.S. 278 Marine Park,2014-15,997,0,0,0,0,0,0,0,297,324,376,0,0,0,0,512,51.4%,485,48.6%,71,7.1%,465,46.6%,180,18.1%,8,0.8%,273,27.4%,177,17.8%,57,5.7%,716,71.8%,49.1%
22K278,J.H.S. 278 Marine Park,2015-16,922,0,0,0,0,0,0,0,299,301,322,0,0,0,0,459,49.8%,463,50.2%,81,8.8%,430,46.6%,152,16.5%,8,0.9%,251,27.2%,188,20.4%,27,2.9%,679,73.6%,48.7%
22K278,J.H.S. 278 Marine Park,2016-17,1031,0,0,0,0,0,0,0,424,294,313,0,0,0,0,492,47.7%,539,52.3%,98,9.5%,459,44.5%,164,15.9%,12,1.2%,298,28.9%,195,18.9%,43,4.2%,740,71.8%,44.7%
22K278,J.H.S. 278 Marine Park,2017-18,1106,0,0,0,0,0,0,0,389,428,289,0,0,0,0,536,48.5%,570,51.5%,111,10.0%,471,42.6%,191,17.3%,25,2.3%,308,27.8%,199,18.0%,54,4.9%,789,71.3%,55.0%
22K278,J.H.S. 278 Marine Park,2018-19,1203,0,0,0,0,0,0,0,395,387,421,0,0,0,0,585,48.6%,618,51.4%,129,10.7%,480,39.9%,211,17.5%,27,2.2%,356,29.6%,212,17.6%,49,4.1%,836,69.5%,51.2%
22K312,P.S. 312 Bergen Beach,2014-15,898,55,141,143,141,141,131,146,0,0,0,0,0,0,0,432,48.1%,466,51.9%,33,3.7%,354,39.4%,95,10.6%,16,1.8%,400,44.5%,156,17.4%,37,4.1%,449,50.0%,33.4%
22K312,P.S. 312 Bergen Beach,2015-16,862,54,134,132,136,137,136,133,0,0,0,0,0,0,0,416,48.3%,446,51.7%,32,3.7%,339,39.3%,97,11.3%,14,1.6%,380,44.1%,164,19.0%,34,3.9%,455,52.8%,33.5%
22K312,P.S. 312 Bergen Beach,2016-17,835,52,120,133,130,131,141,128,0,0,0,0,0,0,0,403,48.3%,432,51.7%,29,3.5%,326,39.0%,94,11.3%,19,2.3%,367,44.0%,161,19.3%,39,4.7%,441,52.8%,32.3%
22K312,P.S. 312 Bergen Beach,2017-18,792,51,100,121,127,133,124,136,0,0,0,0,0,0,0,384,48.5%,408,51.5%,35,4.4%,308,38.9%,100,12.6%,22,2.8%,327,41.3%,155,19.6%,32,4.0%,455,57.4%,45.4%
22K312,P.S. 312 Bergen Beach,2018-19,786,70,110,98,123,127,132,126,0,0,0,0,0,0,0,396,50.4%,390,49.6%,44,5.6%,291,37.0%,116,14.8%,21,2.7%,314,39.9%,160,20.4%,36,4.6%,433,55.1%,46.9%
22K315,P.S. K315,2014-15,778,35,131,121,124,135,122,110,0,0,0,0,0,0,0,402,51.7%,376,48.3%,61,7.8%,517,66.5%,164,21.1%,12,1.5%,24,3.1%,192,24.7%,104,13.4%,673,86.5%,74.0%
22K315,P.S. K315,2015-16,720,18,101,137,98,121,130,115,0,0,0,0,0,0,0,356,49.4%,364,50.6%,62,8.6%,448,62.2%,178,24.7%,10,1.4%,22,3.1%,185,25.7%,96,13.3%,632,87.8%,75.1%
22K315,P.S. K315,2016-17,657,18,93,94,128,91,110,123,0,0,0,0,0,0,0,324,49.3%,333,50.7%,62,9.4%,384,58.4%,170,25.9%,9,1.4%,32,4.9%,177,26.9%,94,14.3%,561,85.4%,73.5%
22K315,P.S. K315,2017-18,677,36,108,98,97,126,103,109,0,0,0,0,0,0,0,327,48.3%,350,51.7%,58,8.6%,378,55.8%,189,27.9%,13,1.9%,39,5.8%,183,27.0%,110,16.2%,611,90.3%,83.5%
22K315,P.S. K315,2018-19,650,36,93,103,95,91,131,101,0,0,0,0,0,0,0,326,50.2%,324,49.8%,59,9.1%,350,53.8%,175,26.9%,18,2.8%,48,7.4%,154,23.7%,100,15.4%,570,87.7%,80.5%
22K326,P.S. 326,2014-15,208,10,67,83,48,0,0,0,0,0,0,0,0,0,0,89,42.8%,119,57.2%,17,8.2%,147,70.7%,37,17.8%,6,2.9%,1,0.5%,37,17.8%,41,19.7%,169,81.3%,64.4%
22K326,P.S. 326,2015-16,212,28,54,72,58,0,0,0,0,0,0,0,0,0,0,96,45.3%,116,54.7%,24,11.3%,141,66.5%,35,16.5%,5,2.4%,7,3.3%,54,25.5%,36,17.0%,176,83.0%,60.1%
22K326,P.S. 326,2016-17,201,33,50,68,50,0,0,0,0,0,0,0,0,0,0,93,46.3%,108,53.7%,24,11.9%,130,64.7%,34,16.9%,5,2.5%,8,4.0%,50,24.9%,24,11.9%,172,85.6%,61.9%
22K326,P.S. 326,2017-18,191,28,45,62,56,0,0,0,0,0,0,0,0,0,0,85,44.5%,106,55.5%,25,13.1%,123,64.4%,31,16.2%,4,2.1%,8,4.2%,53,27.7%,34,17.8%,161,84.3%,73.4%
22K326,P.S. 326,2018-19,170,32,44,52,42,0,0,0,0,0,0,0,0,0,0,85,50.0%,85,50.0%,30,17.6%,101,59.4%,25,14.7%,8,4.7%,6,3.5%,35,20.6%,47,27.6%,123,72.4%,69.3%
22K361,P.S. 361 East Flatbush Early Childhood School,2014-15,603,27,180,232,164,0,0,0,0,0,0,0,0,0,0,257,42.6%,346,57.4%,21,3.5%,486,80.6%,76,12.6%,9,1.5%,11,1.8%,93,15.4%,91,15.1%,557,92.4%,80.5%
22K361,P.S. 361 East Flatbush Early Childhood School,2015-16,538,35,135,196,171,1,0,0,0,0,0,0,0,0,0,250,46.5%,288,53.5%,22,4.1%,415,77.1%,75,13.9%,7,1.3%,19,3.5%,97,18.0%,94,17.5%,494,91.8%,77.9%
22K361,P.S. 361 East Flatbush Early Childhood School,2016-17,461,54,119,142,146,0,0,0,0,0,0,0,0,0,0,228,49.5%,233,50.5%,14,3.0%,352,76.4%,72,15.6%,6,1.3%,17,3.7%,82,17.8%,86,18.7%,424,92.0%,76.8%
22K361,P.S. 361 East Flatbush Early Childhood School,2017-18,418,50,109,138,121,0,0,0,0,0,0,0,0,0,0,207,49.5%,211,50.5%,13,3.1%,324,77.5%,58,13.9%,3,0.7%,20,4.8%,89,21.3%,82,19.6%,371,88.8%,85.7%
22K361,P.S. 361 East Flatbush Early Childhood School,2018-19,639,47,82,120,94,85,94,117,0,0,0,0,0,0,0,303,47.4%,336,52.6%,27,4.2%,479,75.0%,102,16.0%,3,0.5%,28,4.4%,149,23.3%,136,21.3%,505,79.0%,80.8%
22K381,I. S. 381,2014-15,328,0,0,0,0,0,0,0,99,119,110,0,0,0,0,168,51.2%,160,48.8%,20,6.1%,218,66.5%,55,16.8%,3,0.9%,32,9.8%,55,16.8%,28,8.5%,198,60.4%,61.6%
22K381,I. S. 381,2015-16,310,0,0,0,0,0,0,0,106,90,114,0,0,0,0,160,51.6%,150,48.4%,18,5.8%,189,61.0%,57,18.4%,4,1.3%,42,13.5%,64,20.6%,37,11.9%,184,59.4%,61.1%
22K381,I. S. 381,2016-17,290,0,0,0,0,0,0,0,94,106,90,0,0,0,0,144,49.7%,146,50.3%,25,8.6%,155,53.4%,53,18.3%,6,2.1%,51,17.6%,61,21.0%,44,15.2%,181,62.4%,59.2%
22K381,I. S. 381,2017-18,244,0,0,0,0,0,0,0,59,87,98,0,0,0,0,129,52.9%,115,47.1%,22,9.0%,128,52.5%,49,20.1%,5,2.0%,40,16.4%,46,18.9%,38,15.6%,169,69.3%,70.6%
22K381,I. S. 381,2018-19,255,0,0,0,0,0,0,0,100,63,92,0,0,0,0,127,49.8%,128,50.2%,30,11.8%,142,55.7%,47,18.4%,7,2.7%,29,11.4%,48,18.8%,33,12.9%,195,76.5%,71.9%
22K405,Midwood High School,2014-15,3787,0,0,0,0,0,0,0,0,0,0,920,1071,1020,776,2104,55.6%,1683,44.4%,1282,33.9%,1138,30.1%,475,12.5%,20,0.5%,872,23.0%,252,6.7%,126,3.3%,2068,54.6%,52.4%
22K405,Midwood High School,2015-16,3986,0,0,0,0,0,0,0,0,0,0,1095,969,913,1009,2189,54.9%,1797,45.1%,1399,35.1%,1165,29.2%,491,12.3%,42,1.1%,889,22.3%,307,7.7%,110,2.8%,2105,52.8%,50.9%
22K405,Midwood High School,2016-17,4017,0,0,0,0,0,0,0,0,0,0,1150,1115,878,874,2215,55.1%,1801,44.8%,1426,35.5%,1121,27.9%,484,12.0%,72,1.8%,914,22.8%,363,9.0%,134,3.3%,2877,71.6%,51.5%
22K405,Midwood High School,2017-18,4058,0,0,0,0,0,0,0,0,0,0,1140,1109,993,816,2284,56.3%,1774,43.7%,1447,35.7%,1107,27.3%,509,12.5%,101,2.5%,894,22.0%,437,10.8%,130,3.2%,3057,75.3%,65.9%
22K405,Midwood High School,2018-19,4156,0,0,0,0,0,0,0,0,0,0,1084,1115,991,966,2322,55.9%,1834,44.1%,1453,35.0%,1168,28.1%,528,12.7%,123,3.0%,884,21.3%,492,11.8%,111,2.7%,3055,73.5%,63.2%
22K425,James Madison High School,2014-15,3088,0,0,0,0,0,0,0,0,0,0,911,905,594,678,1303,42.2%,1785,57.8%,654,21.2%,537,17.4%,515,16.7%,16,0.5%,1366,44.2%,421,13.6%,321,10.4%,1948,63.1%,55.8%
22K425,James Madison High School,2015-16,3250,0,0,0,0,0,0,0,0,0,0,950,974,655,671,1355,41.7%,1895,58.3%,655,20.2%,575,17.7%,576,17.7%,23,0.7%,1421,43.7%,465,14.3%,338,10.4%,2476,76.2%,55.2%
22K425,James Madison High School,2016-17,3418,0,0,0,0,0,0,0,0,0,0,1007,1016,691,704,1436,42.0%,1982,58.0%,664,19.4%,619,18.1%,602,17.6%,33,1.0%,1500,43.9%,509,14.9%,461,13.5%,2639,77.2%,54.2%
22K425,James Madison High School,2017-18,3657,0,0,0,0,0,0,0,0,0,0,1156,1000,760,741,1563,42.7%,2094,57.3%,723,19.8%,619,16.9%,638,17.4%,44,1.2%,1633,44.7%,546,14.9%,511,14.0%,2830,77.4%,66.3%
22K425,James Madison High School,2018-19,3797,0,0,0,0,0,0,0,0,0,0,1162,1148,701,786,1608,42.3%,2189,57.7%,766,20.2%,578,15.2%,643,16.9%,41,1.1%,1769,46.6%,594,15.6%,519,13.7%,2827,74.5%,64.0%
22K535,Leon M. Goldstein High School for the Sciences,2014-15,1081,0,0,0,0,0,0,0,0,0,0,278,282,271,250,605,56.0%,476,44.0%,202,18.7%,109,10.1%,116,10.7%,15,1.4%,639,59.1%,139,12.9%,6,0.6%,506,46.8%,36.8%
22K535,Leon M. Goldstein High School for the Sciences,2015-16,1047,0,0,0,0,0,0,0,0,0,0,233,278,274,262,588,56.2%,459,43.8%,226,21.6%,97,9.3%,101,9.6%,12,1.1%,611,58.4%,144,13.8%,7,0.7%,459,43.8%,36.7%
22K535,Leon M. Goldstein High School for the Sciences,2016-17,1029,0,0,0,0,0,0,0,0,0,0,249,241,269,270,563,54.7%,466,45.3%,243,23.6%,101,9.8%,97,9.4%,12,1.2%,576,56.0%,163,15.8%,7,0.7%,481,46.7%,34.0%
22K535,Leon M. Goldstein High School for the Sciences,2017-18,1011,0,0,0,0,0,0,0,0,0,0,234,269,237,271,544,53.8%,466,46.1%,242,23.9%,82,8.1%,97,9.6%,13,1.3%,577,57.1%,169,16.7%,5,0.5%,518,51.2%,43.6%
22K535,Leon M. Goldstein High School for the Sciences,2018-19,1057,0,0,0,0,0,0,0,0,0,0,302,247,270,238,589,55.7%,468,44.3%,303,28.7%,72,6.8%,94,8.9%,13,1.2%,575,54.4%,176,16.7%,5,0.5%,480,45.4%,43.2%
22K555,Brooklyn College Academy,2014-15,605,0,0,0,0,0,0,0,0,0,0,148,155,144,158,385,63.6%,220,36.4%,48,7.9%,437,72.2%,55,9.1%,37,6.1%,28,4.6%,36,6.0%,1,0.2%,444,73.4%,46.4%
22K555,Brooklyn College Academy,2015-16,596,0,0,0,0,0,0,0,0,0,0,152,151,148,145,384,64.4%,212,35.6%,43,7.2%,405,68.0%,65,10.9%,54,9.1%,29,4.9%,49,8.2%,1,0.2%,407,68.3%,45.7%
22K555,Brooklyn College Academy,2016-17,618,0,0,0,0,0,0,0,0,0,0,168,161,142,147,408,66.0%,210,34.0%,51,8.3%,422,68.3%,67,10.8%,41,6.6%,37,6.0%,58,9.4%,1,0.2%,431,69.7%,46.4%
22K555,Brooklyn College Academy,2017-18,622,0,0,0,0,0,0,0,0,0,0,162,159,157,144,397,63.8%,223,35.9%,61,9.8%,420,67.5%,72,11.6%,43,6.9%,26,4.2%,74,11.9%,5,0.8%,439,70.6%,56.1%
22K555,Brooklyn College Academy,2018-19,660,0,0,0,0,0,0,0,0,0,0,186,166,150,158,422,63.9%,238,36.1%,63,9.5%,455,68.9%,76,11.5%,39,5.9%,27,4.1%,93,14.1%,4,0.6%,469,71.1%,55.4%
22K611,Origins High School,2014-15,213,0,0,0,0,0,0,0,0,0,0,118,95,0,0,101,47.4%,112,52.6%,27,12.7%,89,41.8%,45,21.1%,5,2.3%,47,22.1%,29,13.6%,36,16.9%,165,77.5%,75.6%
22K611,Origins High School,2015-16,333,0,0,0,0,0,0,0,0,0,0,119,132,82,0,164,49.2%,169,50.8%,47,14.1%,128,38.4%,73,21.9%,3,0.9%,82,24.6%,49,14.7%,51,15.3%,239,71.8%,67.8%
22K611,Origins High School,2016-17,434,0,0,0,0,0,0,0,0,0,0,115,122,113,84,218,50.2%,216,49.8%,60,13.8%,160,36.9%,97,22.4%,3,0.7%,114,26.3%,55,12.7%,70,16.1%,316,72.8%,68.8%
22K611,Origins High School,2017-18,427,0,0,0,0,0,0,0,0,0,0,91,116,107,113,217,50.8%,210,49.2%,62,14.5%,156,36.5%,88,20.6%,4,0.9%,117,27.4%,63,14.8%,96,22.5%,331,77.5%,81.4%
22K611,Origins High School,2018-19,414,0,0,0,0,0,0,0,0,0,0,108,92,106,108,202,48.8%,212,51.2%,67,16.2%,140,33.8%,69,16.7%,7,1.7%,131,31.6%,51,12.3%,111,26.8%,329,79.5%,82.0%
22K630,Professional Pathways High School,2014-15,177,0,0,0,0,0,0,0,0,0,0,23,71,65,18,80,45.2%,97,54.8%,15,8.5%,59,33.3%,56,31.6%,5,2.8%,42,23.7%,22,12.4%,3,1.7%,149,84.2%,61.0%
22K630,Professional Pathways High School,2015-16,212,0,0,0,0,0,0,0,0,0,0,22,52,88,50,84,39.6%,128,60.4%,22,10.4%,63,29.7%,62,29.2%,4,1.9%,61,28.8%,29,13.7%,6,2.8%,172,81.1%,61.9%
