DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
84M702,Sisulu-Walker Charter School Of Harlem,69%,54%,N/A,4.47,4.71,4.84,3.55,4.37,4.46
84M704,Harbor Science And Arts Charter School,48%,83%,92%,3.00,3.52,4.36,3.38,3.88,4.11
84M705,Amber Charter School,95%,89%,N/A,4.55,4.29,4.56,4.65,3.55,4.18
84M707,John V. Lindsay Wildcat Academy Charter School,50%,96%,54%,3.73,4.24,4.18,N/A,4.09,4.33
84M708,Harlem Prep Charter School,98%,82%,98%,3.43,3.34,3.62,3.56,3.21,3.14
84M709,Harlem Village Academy Charter School,55%,84%,94%,1.50,1.94,2.91,3.45,3.21,2.52
84M726,Kipp Star College Prep Charter School,39%,89%,86%,3.30,3.32,3.75,3.74,3.21,3.27
84M861,Future Leaders Institute Charter School,56%,94%,93%,4.19,3.88,3.74,4.04,3.70,4.00
84M888,Harlem Village Academy Hs,42%,97%,67%,2.79,2.30,3.04,2.50,1.53,1.97
84M999,Kipp Nyc College Prep,21%,33%,52%,4.18,3.97,4.29,4.17,N/A,N/A
84Q083,Central Queens Academy Charter School,87%,97%,98%,4.46,4.75,4.66,4.42,3.20,4.51
84Q170,Peninsula Preparatory Academy Charter School,100%,74%,N/A,2.46,2.33,2.03,3.21,3.55,2.81
84Q298,Middle Village Prep Charter School,34%,81%,97%,3.39,2.89,3.82,4.05,2.99,3.51
84Q304,Voice Charter School Of New York,51%,100%,98%,3.45,3.53,3.53,3.30,2.89,3.91
84Q320,New Visions Charter High School For Advanced Math And Science Iv,64%,100%,97%,3.50,3.70,3.02,3.44,3.33,3.45
84Q321,Growing Up Green Charter School,70%,98%,95%,3.73,4.15,3.65,3.71,4.17,3.80
84Q337,Success Academy Charter School - Rosedale - New York 5,36%,45%,N/A,3.86,3.84,4.62,3.95,4.14,3.56
84Q339,Success Academy Charter School - Springfield Gardens - New York 6,23%,19%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84Q340,Challenge Preparatory Charter School,66%,67%,91%,3.92,3.87,3.55,2.14,3.55,2.89
84Q341,Riverton Street Charter School,20%,19%,3%,N/A,N/A,N/A,N/A,N/A,N/A
84Q342,Rochdale Early Advantage Charter School,66%,82%,N/A,4.56,4.80,4.72,3.97,4.37,4.23
84Q359,Academy Of The City Charter School,63%,97%,N/A,4.18,4.04,4.54,4.51,4.33,4.50
84Q372,Growing Up Green Charter School Ii,78%,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84Q374,Success Academy Charter School - South Jamaica,39%,62%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84Q375,Success Academy Charter School - Far Rockaway,25%,91%,N/A,N/A,N/A,N/A,N/A,N/A,N/A
84Q704,Merrick Academy - Queens Public Charter School,45%,23%,N/A,N/A,N/A,N/A,N/A,3.21,3.09
84Q705,Renaissance Charter School,72%,91%,98%,3.68,2.31,3.02,3.57,3.21,3.04
84Q706,Our World Neighborhood Charter School,42%,38%,94%,4.24,4.06,3.83,3.74,4.02,4.02
84R012,New Ventures Charter School,57%,100%,82%,4.82,4.94,4.16,N/A,3.63,4.74
84R067,John W. Lavelle Preparatory Charter School,82%,100%,98%,4.31,3.94,3.68,3.76,2.60,3.73
84R073,New World Preparatory Charter School,88%,100%,99%,4.06,4.30,3.52,3.87,3.41,3.44
84X124,Children'S Aid College Prep Charter School,84%,100%,N/A,3.98,4.19,4.24,N/A,3.44,4.26
84X133,Icahn Charter School 6,100%,91%,100%,4.37,4.57,3.92,3.76,3.44,4.47
84X165,Grand Concourse Charter School,100%,100%,99%,4.44,4.42,4.50,3.47,3.23,4.41
84X177,Mott Hall Charter School,56%,96%,99%,3.68,3.83,3.42,3.67,3.29,3.80
84X185,Bronx Lighthouse Charter School,76%,72%,80%,2.53,2.41,3.37,3.49,1.00,2.39
84X200,Roads Charter School Ii,1%,16%,6%,N/A,N/A,N/A,N/A,N/A,N/A
84X202,New Visions Charter High School For Advanced Math And Science Ii,51%,93%,96%,2.96,3.41,3.38,3.95,2.65,3.08
84X208,New Visions Charter High School For The Humanities Ii,38%,98%,97%,2.33,1.77,2.26,2.79,1.66,2.51
84X233,Family Life Academy Charter School Ii,74%,100%,N/A,4.71,4.54,4.49,3.38,4.00,4.75
84X255,Bronx Charter School For Excellence,100%,82%,98%,3.00,2.91,3.18,3.79,2.78,3.14
84X256,Heketi Community Charter School,85%,100%,N/A,4.42,4.40,3.99,3.13,4.26,4.26
84X258,Tech International Charter School,69%,89%,99%,3.30,3.86,3.38,2.57,2.92,3.15
84X309,South Bronx Charter School For International Cultures And The Arts,85%,89%,N/A,3.49,3.56,3.55,2.91,2.99,3.34
84X345,Hyde Leadership Charter School,63%,78%,90%,3.10,2.70,2.91,3.96,3.86,3.49
84X346,South Bronx Classical Charter School,94%,88%,95%,3.39,3.67,3.56,3.60,3.44,3.36
84X347,International Leadership Charter High School,67%,69%,83%,2.81,1.98,3.08,2.72,1.00,1.76
84X362,Icahn Charter School 7,54%,100%,N/A,2.04,1.57,3.18,3.28,1.85,2.52
84X364,South Bronx Classical Charter School Ii,92%,83%,N/A,3.42,3.82,4.44,3.97,3.21,3.82
84X378,Icahn Charter School 2,51%,93%,0%,4.68,3.95,4.41,N/A,2.14,3.88
84X380,Success Academy Charter School - Bronx 3,18%,48%,N/A,4.29,4.02,4.64,N/A,4.59,3.64
84X387,Brilla College Prep Charter School,86%,100%,N/A,3.80,4.01,3.63,3.36,4.00,4.25
84X389,Bronx Global Learning Institute For Girls Charter School,75%,66%,99%,3.23,2.57,2.79,3.38,2.25,2.61
84X393,University Prep Charter High School,34%,95%,95%,4.01,4.11,4.28,4.29,3.24,4.03
84X394,Mott Haven Academy Charter School,79%,93%,N/A,4.13,4.37,3.68,3.68,4.26,4.30
84X395,"Nyc Charter High School For Architecture, Engineering And Construction Industries (Aeci)",91%,100%,98%,3.54,3.45,3.62,4.29,3.13,3.64
84X398,Bronx Community Charter School,69%,98%,97%,4.26,4.09,4.24,4.62,4.39,4.36
84X407,Bronx Charter School For Children,38%,56%,N/A,3.09,3.18,3.59,3.99,3.11,3.55
84X419,Bronx Academy Of Promise Charter School,100%,100%,100%,4.26,4.41,4.52,4.05,3.36,4.12
84X422,Icahn Charter School 3,100%,100%,100%,3.96,3.06,4.53,4.09,2.78,3.78
84X460,Atmosphere Charter School,61%,100%,98%,3.22,3.18,3.27,N/A,3.54,3.30
84X461,Metropolitan Lighthouse Charter School,81%,100%,97%,1.00,1.28,2.33,3.66,2.46,1.90
84X464,Success Academy Charter School - Bronx 4 - New York 2,29%,72%,N/A,4.52,4.28,4.40,4.05,4.11,4.33
84X465,Boys Preparatory Charter School Of New York,30%,65%,N/A,1.63,1.95,2.58,3.06,3.21,2.05
84X471,American Dream Charter School,82%,100%,95%,4.38,4.23,4.51,4.50,4.99,4.55
84X472,Family Life Academy Charter School Iii,87%,86%,N/A,3.91,3.89,3.94,3.25,3.66,3.58
84X482,Dr. Richard Izquierdo Health And Science Charter School,100%,95%,99%,4.06,4.10,4.02,3.79,3.79,4.11
84X484,Bronx Charter School For Better Learning Ii,90%,100%,N/A,4.23,4.28,3.97,3.96,4.14,4.40
84X486,Rosalyn Yalow Charter School,24%,42%,N/A,3.46,2.86,3.05,3.33,2.85,3.76
84X487,Girls Preparatory Charter School Of The Bronx,37%,36%,89%,2.20,2.00,2.78,3.04,2.99,2.21
84X488,The Equality Charter School,81%,100%,98%,2.96,3.76,3.28,3.38,3.12,3.37
84X489,South Bronx Classical Charter School Iii,99%,74%,N/A,3.48,3.64,4.15,3.68,3.21,2.99
84X492,South Bronx Early College Academy Charter School,41%,71%,84%,3.23,3.19,3.19,2.33,2.75,3.05
84X493,Success Academy Charter School - Bronx 1,16%,0%,19%,N/A,N/A,N/A,N/A,N/A,N/A
84X494,Success Academy Charter School - Bronx 2,15%,88%,0%,4.27,4.17,4.79,N/A,4.31,4.22
84X496,Icahn Charter School 4,92%,100%,98%,4.60,4.73,4.53,3.94,4.65,4.79
84X497,Storefront Academy Charter School,92%,76%,N/A,3.28,2.81,3.88,2.74,3.29,2.75
84X538,Icahn Charter School 5,84%,92%,100%,3.83,3.67,4.20,3.64,2.78,4.11
84X539,New Visions Charter High School For Advanced Math And Science,31%,80%,75%,3.22,3.75,3.60,3.77,2.76,3.12
84X553,New Visions Charter High School For The Humanities,97%,90%,93%,4.19,3.80,3.95,3.60,3.71,3.91
84X554,New York City Montessori Charter School,47%,54%,N/A,3.58,3.75,3.48,2.84,3.11,3.91
84X579,Bronx Charter School For Excellence Ii,100%,100%,N/A,3.75,3.98,3.45,N/A,3.21,3.80
84X581,South Bronx Community Charter School,49%,73%,88%,N/A,N/A,N/A,N/A,N/A,N/A
84X703,Bronx Preparatory Charter School,75%,90%,91%,2.79,3.02,3.57,3.69,2.30,2.06
84X704,Kipp Academy Charter School,37%,58%,93%,2.68,2.79,3.72,3.54,3.33,3.10
84X705,Family Life Academy Charter School,82%,83%,99%,3.29,2.75,3.58,3.52,2.78,3.14
84X706,Harriet Tubman Charter School,83%,86%,84%,4.44,4.59,4.11,3.31,4.53,3.90
84X717,Icahn Charter School,65%,83%,85%,3.69,3.42,3.82,3.57,2.78,3.39
84X718,Bronx Charter School For Better Learning,68%,88%,N/A,4.50,4.54,4.11,3.79,4.22,4.44
84X730,Bronx Charter School For The Arts,65%,100%,N/A,3.15,2.59,3.52,N/A,3.66,3.13
C008,Hc-Hc - Ace Headstart,19%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C009,Auditory Oral School Of N.Y.,65%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C028,"Positive Beginnings, Inc.",31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C037,The Lawrence F. Hickey Center For Child Development,26%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C040,Abc -Merricat'S Castle School,45%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C041,Birch Family Services Inc. - Washington Heights,37%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C042,Association For Metroarea Autistic Children,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C047,Jackson Developmental Ctr Annex-Lic 14St,37%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C053,Bank Street College Of Education Pre-School,36%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C056,Books And Rattles - Admin And Program Site,43%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C057,Starting Point Services -St.Mark'S Hs,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C059,Starting Point Services -St.Mark'S Hs-Bishop,60%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C069,Theracare - Learning Ladder Daycare Center,45%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C073,Birch Family Services Inc. - Riverdale,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C074,Birch Family Services Inc. - Springfield Gardens,20%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C092,Block Institute School - 44St.,23%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C101,Gillen Brewer School,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C104,Kids Centric - P.A.L. World Of Creative Experiences,20%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C107,Books And Rattles - Learning Tree,9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C108,Books And Rattles - Ii Peek A Boo,38%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C117,Sunshine Devevelopmental School,45%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C118,Canarsie Childhood Center Pre-School,19%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C119,Heartshare- Lefferts Liberty Kiwanis First Step,28%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C121,Heartshare- Gov. Mario M And Matilda Raffa Cuomo - Family First Step,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C125,Iccd - Rego Park,23%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C126,Kids Centric - P.A.L. Schwartz,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C130,Charles R. Drew Elc. Qns Cty Ed. Elc Admin,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C133,Henry And Louise Loeb Therapeutic Nursery School,47%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C135,United Community Services - Stanhope St.,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C141,Child Study Center Of New York - Staten Island,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C147,Child Study Center Of New York - Brooklyn,11%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C148,Children At Play Early Intervention Center,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C157,Sunshine Dev. Sch -La Peninsula Head Start,63%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C178,Easter Seals- Child Development Center,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C182,Y.A.I. - Nylfel - Roosevelt Children'S Center,18%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C195,Steppingstone Day School - Westchester Ave.,31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C196,Little Meadows  -Pee Wee Folks,71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C197,East River Child Devevelopment Center,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C199,Eden Ii - Little Miracles - Skyline Dr.,44%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C201,Susan E. Wagner - Grow With Us Pre-School,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C221,Aim High- Woodbine,60%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C222,Gingerbread Learning Center - Woodrow Rd.,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C223,Gingerbread Learning Center - North Gannon Ave.,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C225,Highbridge Advisory Council - Marshall England Early Learning Center,80%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C226,Theracare - Laguardia Community College,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C240,Northside Center - Susan Patricof Head Start Center,13%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C244,Guild For Exceptional Children,73%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C247,Aim High - Rise And Shine Daycare,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C249,Aim High - Jfkids,20%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C262,Hc-Hc - Ace Preschool,28%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C264,Iclc - Parkside Avenue,37%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C265,Hc-Hc - Seit Program,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C266,Hebrew Institute For The Deaf,30%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C268,Helen Keller Services For The Blind,16%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C270,H.A.S.C.- Infant,23%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C271,Iccd - Whitestone,32%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C272,H.A.S.C. - Remsen Ave.,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C275,Highbridge Advisory Council - Early Childhood Center #3,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C277,Kids Centric - University Settlement Children'S Corner,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C282,Kids Centric - Boulevard Day Care Center,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C286,Sunshine Dev. Sch - Comm. For Early Child. Dev. Hs. - Sutphin Boulevard,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C287,Theracare - Children'S Aid Society,14%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C295,Sunshine Dev. Sch - Family Headstart - Glenwood,67%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C296,Sunshine Dev. Sch - Family Headstart - Neptune Ave.,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C299,Theracare - Little Angels Head Start,22%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C302,Kids Centric - Comm. Parents Hdst - Beach Channel Dr.,43%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C303,Kids Centric - Comm. Parents Hdst - Chauncey St.,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C306,Iccd - Bayside Site #1,31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C311,Adaptive Solutions Multi Services,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C317,First Foot Forward - Victory Blvd.,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C318,Upper Manhattan Mental Health Center - Children Day Treatment Program,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C320,Jackson Developmental Center,47%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C329,Kennedy Child Study Center - 179St.,16%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C342,League School - Joan Fenichel Therapeutic Nursery,14%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C349,Lifeline Center For Child Development,16%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C351,Leake And Watts - Dr. Katherine Dodge Brownell School,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C353,Life Skills School - Bronx - Site 1,12%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C368,Iclc- Stanley S. Lamm Institute,49%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C378,Kennedy Child Study Center Annex,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C379,Little Meadows - Early Childhood Center,53%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C383,Y.A.I. - Nylfel - Greenpoint School,63%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C416,Kids Centric - 155Th St.,18%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C417,N.Y.Child Learning Institute,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C421,New York Center For Child Development,31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C435,Life Skills School - Flushing,56%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C436,Aim High - 83 Marl Rd.,42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C438,Theracare - United Federation Of Black Community Organizations,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C445,Ny Institute For Special Education - Readiness Program,20%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C454,Y.A.I.  -Nylfel - Gramercy School,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C455,Y.A.I. - Nylfel - Wm.O'Connor School Pre-School,53%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C457,Y.A.I. - Nylfel - Harry H. Gordon School,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C459,Nylfel - Harry H. Gordon School Annex,26%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C462,Theracare - Nuestro Ninos Day Care Center,13%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C463,Ahrc - Astoria Blue Feather,19%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C465,Ahrc - Howard Haber Early Learning Center,15%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C470,Otsar Early Childhood Center,8%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C472,Northside Center - Therapeutic Early Childhood Center,52%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C477,Theracare - Ivy League Early Learning - Staten Island,40%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C480,Kids Centric -  Grant St. Settlement Headstart,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C481,"Parsons Pre-School - Pep, Inc. - Hillside Ave.",27%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C485,"Charles R. Drew Elc Qns Cty Ed., Elc #2",100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C486,Theracare - Blance Community Progress Day,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C488,On Our Way Learning Center,11%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C494,"Parsons Pre-School - Pep, Inc. - Parsons Blvd.",31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C505,"Parsons Pre-School - Pep, Inc. - Woodhaven Site",42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C506,Sesame Sprout Inc.,91%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C512,Theracare - Child Center Of Ny,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C517,Seton Foundation For Learning,46%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C518,Kennedy Child Study Center - Admin And Eval Site,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C519,Theracare - Trabajamos Community Head Start,63%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C520,Theracare - The Educational Alliance,27%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C522,U.C.P. - Manhattan - Pre-School,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C523,Leake And Watts -Children'S Learning Center,18%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C528,Sesame Sprout Inc. - B'Above Worldwide Inst. - Farmers Blvd.,57%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C530,Life Skills School - Bronx - Site 2,15%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C536,"Small Wonder Pre-School, Inc. - Admin",42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C542,Sheltering Arms - Virginia Day Therapeutic Nursery,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C543,Episcopal Social Services - Therapeutic Nursery,19%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C544,Shield Institute - Bronx,1%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C545,Shield Institute - Queens,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C546,Sesame Sprout Inc. - Grand Street Settlement,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C547,Hc-Hc - Second Step - East 46Th St,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C550,Hc-Hc - Hospital Clinic Home Center,40%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C551,Village Child Development Center,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C555,Joan P. Hodum Early Learning Center,62%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C559,Ahrc - Esther Ashkenaz Central Park,32%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C562,Dillon Child Study Center,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C564,St.Mary'S Hospital,9%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C568,Steppingstone Day School - Vleigh Pl.,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C579,These Our Treasures,22%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C584,U.C.P.- Hearst-Pre-School,31%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C585,U.C.P. - Staten Island - Pre-School,25%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C586,U.C.P.- Bronx - Pre-School,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C589,U.C.P.-Queens-Children'S Center,53%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C598,"Therapy And Learning Center, Inc.",71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C601,Volunteers Of America- Bronx Early Learning,32%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C605,Volunteers Of America- Staten Island,40%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C608,Williamsburgh Infant And Early Childhood,44%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C626,Susan E. Wagner Day Care Center,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C628,St. Dominic -T.O.R.C.H.,41%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C630,Kids Centric - Medgar Evers Hdst,17%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C661,United Community Services - Wilson Ave.,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C663,Little L.A.M.B. Pre-School,48%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C752,Y.A.I. - Nylfel - Forest Hills West,41%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C754,Ahrc - Francis Of Paola,35%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C814,Susan E. Wagner Day School - Post Rd.,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C815,Sunshine Dev. Sch - Sharon Baptist Head Start,42%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C857,Staten Island Mental Health - Eliz. Pouch Ctr. - Osgood Ave.,100%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C864,Little Meadows - International Nursery,33%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C868,The Clarke School For The Deaf,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C869,Community Educational Services,71%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C901,Little Meadows - Samuel Field Ym & Ywha,36%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C903,United Community Services - Central Ave.,29%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C912,Queens School For Autistic Children,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C925,Shema Kolainu - Hear Our Voices,18%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C941,Birch Family Services Inc. - Mill Basin,22%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C943,Birch Family Services Inc. - Watson Ave.,21%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C948,United Community Services - Leonard St.,0%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C950,Heartshare - Early Childhood Center,36%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C955,Abc- Cassidy'S Place,24%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C956,Abc - The Graham School,50%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
C966,Birch Family Services Inc. - Nazareth Center,26%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
