DBN,School Name,"Total Parent 
Response Rate",Total Teacher Response Rate,Total Student Response Rate,Collaborative Teachers Score,Effective School Leadership Score,Rigorous Instruction Score,Supportive Environment Score,Strong Family-Community Ties Score,Trust Score
29Q109,JEAN NUZZI INTERMEDIATE SCHOOL,26%,96%,89%,3.39,3.64,3.80,N/A,3.04,3.08
29Q116,P.S./I.S. 116 WILLIAM C. HUGHLEY,40%,97%,58%,N/A,N/A,N/A,N/A,N/A,3.17
29Q118,P.S. 118 LORRAINE HANSBERRY,64%,95%,N/A,3.33,3.54,2.65,N/A,3.59,3.97
29Q131,P.S. 131 ABIGAIL ADAMS,79%,100%,N/A,2.50,2.20,3.68,N/A,3.72,2.50
29Q132,P.S. 132 RALPH BUNCHE,83%,91%,N/A,4.03,3.84,3.60,N/A,4.23,4.53
29Q134,P.S. 134 HOLLIS,59%,83%,N/A,2.61,3.06,2.46,N/A,3.54,2.71
29Q135,THE BELLAIRE SCHOOL,49%,84%,N/A,2.84,3.64,3.29,N/A,3.47,3.26
29Q136,P.S. 136 ROY WILKINS,50%,51%,N/A,3.46,3.68,3.82,N/A,3.72,3.08
29Q138,P.S./M.S. 138 SUNRISE,45%,89%,89%,3.94,3.98,3.79,N/A,3.98,3.94
29Q147,P.S./M.S. 147 RONALD MCNAIR,46%,83%,99%,N/A,N/A,N/A,N/A,N/A,3.19
29Q156,P.S. 156 LAURELTON,52%,96%,N/A,3.76,3.65,3.27,N/A,4.01,3.37
29Q176,P.S. 176 CAMBRIA HEIGHTS,32%,93%,N/A,3.47,3.66,3.91,N/A,3.86,3.66
29Q181,P.S. 181 BROOKFIELD,56%,66%,N/A,2.89,2.94,3.24,N/A,3.64,2.72
29Q192,I.S. 192 THE LINDEN,80%,59%,78%,3.72,3.91,3.76,N/A,4.52,4.25
29Q195,P.S. 195 WILLIAM HABERLE,77%,100%,N/A,3.85,3.79,3.31,N/A,4.55,4.16
29Q208,P.S./I.S. 208,74%,75%,99%,4.34,3.53,4.20,N/A,3.83,3.46
29Q238,I.S. 238 - SUSAN B. ANTHONY ACADEMY,31%,96%,88%,3.06,3.36,3.16,N/A,2.81,2.81
29Q243,INSTITUTE FOR HEALTH PROFESSIONS AT CAMBRIA HEIGHTS,15%,88%,77%,3.41,3.60,3.52,N/A,3.53,3.85
29Q248,QUEENS PREPARATORY ACADEMY,18%,70%,74%,3.08,3.17,3.13,N/A,3.80,2.26
29Q251,P.S. 251 QUEENS,55%,67%,N/A,N/A,N/A,N/A,N/A,N/A,3.54
29Q259,PATHWAYS COLLEGE PREPARATORY SCHOOL: A COLLEGE BOARD SCHOOL,26%,84%,86%,3.06,3.03,2.92,N/A,3.87,3.51
29Q265,EXCELSIOR PREPARATORY HIGH SCHOOL,13%,71%,70%,4.31,3.90,3.94,N/A,3.97,3.81
29Q268,P.S./I.S. 268,42%,56%,84%,3.66,3.87,4.09,N/A,3.94,3.57
29Q270,THE GORDON PARKS SCHOOL,52%,90%,100%,N/A,N/A,N/A,N/A,N/A,3.33
29Q272,GEORGE WASHINGTON CARVER HIGH SCHOOL FOR THE SCIENCES,14%,58%,69%,N/A,N/A,N/A,N/A,N/A,3.26
29Q283,PREPARATORY ACADEMY FOR WRITERS: A COLLEGE BOARD SCHOOL,8%,79%,75%,4.28,3.51,4.25,N/A,3.89,3.14
29Q289,QUEENS UNITED MIDDLE SCHOOL,31%,100%,89%,4.33,3.88,4.28,N/A,2.61,3.31
29Q295,P.S./I.S. 295,93%,79%,99%,3.49,2.14,3.50,N/A,3.44,2.98
29Q313,BENJAMIN FRANKLIN HIGH SCHOOL FOR FINANCE & INFORMATION TECHNOLOGY,27%,100%,80%,3.83,3.64,2.39,N/A,3.72,3.78
29Q326,CAMBRIA HEIGHTS ACADEMY,67%,100%,93%,N/A,N/A,N/A,N/A,N/A,3.38
29Q327,EAGLE ACADEMY FOR YOUNG MEN III,25%,57%,64%,N/A,N/A,N/A,N/A,N/A,3.17
29Q355,COLLABORATIVE ARTS MIDDLE SCHOOL,67%,100%,94%,N/A,N/A,N/A,N/A,N/A,3.75
29Q356,COMMUNITY VOICES MIDDLE SCHOOL,69%,88%,92%,3.53,2.68,2.97,N/A,3.33,3.73
29Q360,P.S. 360,81%,100%,N/A,3.91,4.33,3.85,N/A,4.49,4.05
29Q492,"MATHEMATICS, SCIENCE RESEARCH AND TECHNOLOGY MAGNET HIGH SCHOOL",28%,96%,74%,3.10,3.42,3.51,N/A,3.44,3.55
29Q498,HUMANITIES & ARTS MAGNET HIGH SCHOOL,41%,96%,79%,3.33,3.74,3.55,N/A,1.90,3.00
30Q002,P.S. 002 ALFRED ZIMBERG,37%,100%,N/A,4.69,3.91,4.32,N/A,4.25,4.11
30Q010,I.S. 010 HORACE GREELEY,73%,96%,94%,3.94,3.79,3.68,N/A,2.73,3.87
30Q011,P.S. 011 KATHRYN PHELAN,44%,63%,86%,4.16,3.65,3.63,N/A,4.11,3.74
30Q017,P.S. 017 HENRY DAVID THOREAU,78%,79%,N/A,2.29,3.21,2.73,N/A,3.49,3.87
30Q069,P.S. 069 JACKSON HEIGHTS,93%,100%,N/A,3.75,3.90,3.66,N/A,4.02,4.08
30Q070,P.S. 070,55%,48%,N/A,3.22,3.31,4.31,N/A,3.78,2.36
30Q076,P.S. 076 WILLIAM HALLET,51%,75%,N/A,3.06,2.88,2.13,N/A,3.72,3.59
30Q078,P.S./I.S. 78Q,38%,69%,95%,3.54,3.00,4.41,N/A,4.06,3.08
30Q084,P.S. 084 STEINWAY,79%,100%,N/A,3.68,3.81,4.52,N/A,3.90,3.86
30Q085,P.S. 085 JUDGE CHARLES VALLONE,88%,74%,N/A,3.35,3.72,3.37,N/A,3.83,2.95
30Q092,P.S. 092 HARRY T. STEWART SR.,79%,78%,N/A,3.51,2.87,3.12,N/A,2.82,3.92
30Q111,P.S. 111 JACOB BLACKWELL,67%,89%,100%,N/A,N/A,N/A,N/A,N/A,2.36
30Q112,P.S. 112 DUTCH KILLS,39%,100%,N/A,4.40,3.77,3.63,N/A,3.59,4.07
30Q122,P.S. 122 MAMIE FAY,88%,90%,100%,4.20,3.13,4.22,N/A,3.55,3.83
30Q126,ALBERT SHANKER SCHOOL FOR VISUAL AND PERFORMING ARTS,34%,81%,92%,3.34,3.50,4.21,N/A,2.83,3.48
30Q127,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,58%,74%,98%,3.43,2.96,3.32,N/A,2.65,3.20
30Q141,I.S. 141 THE STEINWAY,100%,97%,95%,4.35,3.66,4.00,N/A,3.72,3.63
30Q145,I.S. 145 JOSEPH PULITZER,93%,100%,98%,3.29,2.93,3.85,N/A,2.70,3.10
30Q148,P.S. 148 QUEENS,73%,93%,N/A,3.54,3.65,3.13,N/A,2.99,4.36
30Q149,P.S. 149 CHRISTA MCAULIFFE,58%,100%,N/A,4.03,2.98,3.62,N/A,3.89,3.97
30Q150,P.S. 150 QUEENS,64%,95%,99%,3.76,3.63,3.45,N/A,3.80,3.07
30Q151,P.S. 151 MARY D. CARTER,58%,94%,N/A,4.17,3.87,3.78,N/A,3.89,4.42
30Q152,P.S. 152 GWENDOLINE N. ALLEYNE SCHOOL,52%,34%,N/A,4.31,3.34,4.07,N/A,3.67,3.94
30Q166,P.S. 166 HENRY GRADSTEIN,38%,37%,N/A,4.34,3.71,4.00,N/A,4.01,3.73
30Q171,P.S. 171 PETER G. VAN ALST,53%,95%,N/A,2.53,2.97,3.28,N/A,3.50,3.51
30Q204,I.S. 204 OLIVER W. HOLMES,35%,92%,98%,3.17,2.81,3.52,N/A,2.26,2.46
30Q212,P.S. 212,95%,71%,N/A,4.46,3.74,4.02,N/A,3.97,4.11
30Q222,P.S. Q222 - FIRE FIGHTER CHRISTOPHER A. SANTORA SCHOOL,82%,95%,N/A,N/A,N/A,N/A,N/A,N/A,3.06
30Q227,I.S. 227 LOUIS ARMSTRONG,81%,87%,99%,4.38,3.85,4.40,N/A,3.43,3.62
30Q228,P.S. 228 EARLY CHILDHOOD MAGNET SCHOOL OF THE ARTS,75%,83%,N/A,4.38,3.96,4.15,N/A,3.42,4.40
30Q230,I.S. 230,77%,92%,99%,4.41,3.73,4.24,N/A,2.70,3.61
30Q234,P.S. 234,91%,64%,N/A,3.87,3.42,3.66,N/A,3.97,3.24
30Q235,ACADEMY FOR NEW AMERICANS,91%,100%,98%,4.17,4.80,4.20,N/A,3.89,4.72
30Q258,ENERGY TECH HIGH SCHOOL,37%,92%,77%,3.74,4.03,3.89,N/A,3.83,3.91
30Q280,P.S. 280,94%,100%,N/A,3.38,3.46,3.40,N/A,3.44,3.87
30Q286,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",40%,81%,72%,4.14,3.37,4.44,N/A,3.62,3.38
30Q291,HUNTERS POINT COMMUNITY MIDDLE SCHOOL,45%,97%,92%,3.65,3.91,3.95,N/A,4.34,3.82
30Q300,THE 30TH AVENUE SCHOOL (G&T CITYWIDE),73%,100%,91%,2.41,2.25,2.76,N/A,3.61,2.08
30Q301,ACADEMY FOR CAREERS IN TELEVISION AND FILM,60%,100%,95%,4.63,4.14,4.78,N/A,4.10,4.06
30Q329,EAST ELMHURST COMMUNITY SCHOOL,79%,94%,N/A,4.77,4.82,3.71,N/A,4.48,4.44
30Q361,THE WOODSIDE COMMUNITY SCHOOL,86%,100%,N/A,4.31,4.46,3.72,N/A,4.06,4.20
30Q445,WILLIAM CULLEN BRYANT HIGH SCHOOL,12%,76%,64%,2.86,2.86,2.56,N/A,2.14,2.45
30Q450,LONG ISLAND CITY HIGH SCHOOL,13%,95%,76%,N/A,N/A,N/A,N/A,N/A,3.17
30Q501,FRANK SINATRA SCHOOL OF THE ARTS HIGH SCHOOL,29%,87%,91%,3.88,3.64,3.92,N/A,4.01,3.83
30Q502,INFORMATION TECHNOLOGY HIGH SCHOOL,19%,91%,71%,3.17,2.99,2.52,N/A,2.57,2.76
30Q555,NEWCOMERS HIGH SCHOOL,23%,55%,80%,4.32,3.59,4.66,N/A,3.49,3.70
30Q575,ACADEMY OF AMERICAN STUDIES,33%,75%,95%,3.48,3.27,3.87,N/A,2.85,3.04
30Q580,BACCALAUREATE SCHOOL FOR GLOBAL EDUCATION,36%,44%,94%,3.27,2.98,3.74,N/A,3.01,3.48
31R001,P.S. 001 TOTTENVILLE,71%,100%,N/A,4.14,2.75,4.38,N/A,4.09,3.27
31R002,I.S. R002 GEORGE L. EGBERT,53%,72%,97%,3.02,2.91,2.51,N/A,2.68,3.12
31R003,P.S. 003 THE MARGARET GIOIOSA SCHOOL,87%,84%,N/A,3.85,3.81,3.92,N/A,4.10,4.41
31R004,P.S. 004 MAURICE WOLLIN,100%,78%,N/A,3.48,2.80,2.34,N/A,3.94,3.53
31R005,P.S. 005 HUGUENOT,94%,100%,N/A,4.87,4.54,4.62,N/A,4.46,4.36
31R006,P.S. 6 CORPORAL ALLAN F. KIVLEHAN SCHOOL,40%,67%,N/A,4.80,4.31,4.49,N/A,4.31,3.83
31R007,I.S. 007 ELIAS BERNSTEIN,53%,59%,98%,4.53,3.82,4.78,N/A,3.97,3.89
31R008,P.S. 8 SHIRLEE SOLOMON,100%,100%,N/A,4.23,3.85,3.87,N/A,4.32,4.15
31R009,NAPLES STREET ELEMENTARY SCHOOL,92%,93%,N/A,4.95,4.84,4.47,N/A,4.55,4.41
31R010,FORT HILL COLLABORATIVE ELEMENTARY SCHOOL,44%,89%,N/A,3.24,3.24,2.82,N/A,3.50,3.54
31R011,P.S. 11 THOMAS DONGAN SCHOOL,67%,88%,N/A,N/A,N/A,N/A,N/A,N/A,3.57
31R013,P.S. 013 M. L. LINDEMEYER,37%,45%,N/A,4.59,4.10,4.40,N/A,4.19,4.27
31R016,P.S. 016 JOHN J. DRISCOLL,56%,85%,N/A,4.11,3.49,3.35,N/A,3.28,3.77
31R018,P.S. 018 JOHN G. WHITTIER,38%,56%,N/A,2.89,3.10,2.98,N/A,3.28,2.65
31R019,P.S. 019 THE CURTIS SCHOOL,54%,94%,N/A,N/A,N/A,N/A,N/A,N/A,4.01
31R020,P.S. 020 PORT RICHMOND,49%,71%,N/A,3.72,3.42,3.00,N/A,3.08,4.38
31R021,P.S. 21 MARGARET EMERY-ELM PARK,88%,80%,N/A,3.77,4.06,3.61,N/A,4.04,4.39
31R022,P.S. 022 GRANITEVILLE,51%,71%,N/A,4.33,3.51,3.69,N/A,3.42,3.65
31R023,P.S. 023 RICHMONDTOWN,57%,80%,N/A,4.95,4.61,3.77,N/A,4.62,4.61
31R024,I.S. 024 MYRA S. BARNES,77%,80%,99%,3.04,3.05,3.37,N/A,3.48,3.44
31R026,P.S. 026 THE CARTERET SCHOOL,71%,95%,N/A,4.59,4.13,3.69,N/A,4.40,4.10
31R027,I.S. 027 ANNING S. PRALL,52%,100%,95%,3.91,3.41,2.94,N/A,3.22,4.10
31R028,THE EAGLE ACADEMY FOR YOUNG MEN OF STATEN ISLAND,45%,100%,90%,4.02,3.74,3.14,N/A,3.87,3.95
31R029,P.S. 029 BARDWELL,81%,80%,N/A,4.02,4.27,4.10,N/A,4.85,4.39
31R030,P.S. 030 WESTERLEIGH,50%,90%,N/A,3.97,4.19,3.72,N/A,4.15,3.99
31R031,P.S. 031 WILLIAM T. DAVIS,36%,76%,N/A,3.48,2.96,2.17,N/A,2.99,4.43
31R032,P.S. 032 THE GIFFORD SCHOOL,77%,93%,N/A,3.60,3.36,3.98,N/A,4.17,3.36
31R034,I.S. 034 TOTTENVILLE,81%,100%,99%,4.20,3.59,4.66,N/A,3.67,3.61
31R035,P.S. 35 THE CLOVE VALLEY SCHOOL,64%,54%,N/A,4.93,4.57,4.60,N/A,4.48,4.57
31R036,P.S. 036 J. C. DRUMGOOLE,58%,45%,N/A,3.16,3.27,3.74,N/A,3.77,1.89
31R038,P.S. 038 GEORGE CROMWELL,100%,100%,N/A,N/A,N/A,N/A,N/A,N/A,3.83
31R039,P.S. 39 FRANCIS J. MURPHY JR.,58%,73%,N/A,3.72,3.87,2.82,N/A,4.02,3.62
31R041,THE STEPHANIE A. VIERNO SCHOOL,90%,79%,N/A,4.00,3.38,4.76,N/A,4.04,3.69
31R042,P.S. 042 ELTINGVILLE,76%,91%,N/A,3.75,4.03,3.15,N/A,4.40,4.29
31R044,P.S. 044 THOMAS C. BROWN,44%,78%,N/A,2.14,2.45,1.75,N/A,2.79,2.22
31R045,P.S. 045 JOHN TYLER,65%,85%,N/A,4.62,3.59,4.37,N/A,4.02,3.77
31R046,P.S. 046 ALBERT V. MANISCALCO,38%,81%,N/A,N/A,N/A,N/A,N/A,N/A,4.77
31R047,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,72%,66%,97%,4.50,4.17,4.89,N/A,4.12,3.94
31R048,P.S. 048 WILLIAM G. WILCOX,58%,87%,97%,4.32,3.82,4.21,N/A,4.11,3.50
31R049,I.S. 49 BERTA A. DREYFUS,31%,58%,83%,2.27,2.78,1.86,N/A,1.94,2.38
31R050,P.S. 050 FRANK HANKINSON,59%,100%,N/A,4.19,4.70,3.75,N/A,4.48,4.61
31R051,I.S. 051 EDWIN MARKHAM,19%,71%,87%,3.22,3.58,2.79,N/A,2.97,3.54
31R052,P.S. 052 JOHN C. THOMPSON,81%,95%,N/A,3.95,4.54,3.59,N/A,4.34,4.52
31R053,THE BARBARA ESSELBORN SCHOOL,79%,95%,N/A,4.75,4.12,4.36,N/A,4.10,4.08
31R054,P.S. 054 CHARLES W. LENG,74%,100%,N/A,4.48,3.72,3.71,N/A,4.01,3.34
31R055,P.S. 055 HENRY M. BOEHM,74%,61%,N/A,4.60,4.19,3.62,N/A,4.25,4.06
31R056,P.S. 56 THE LOUIS DESARIO SCHOOL,74%,79%,N/A,4.10,3.63,3.63,N/A,3.62,3.72
31R057,P.S. 057 HUBERT H. HUMPHREY,48%,93%,N/A,N/A,N/A,N/A,N/A,N/A,3.76
31R058,SPACE SHUTTLE COLUMBIA SCHOOL,98%,98%,N/A,3.63,2.90,3.07,N/A,3.64,3.76
31R059,THE HARBOR VIEW SCHOOL,57%,100%,N/A,3.60,3.49,3.51,N/A,4.17,3.87
31R060,P.S. 060 ALICE AUSTEN,66%,89%,N/A,N/A,N/A,N/A,N/A,N/A,2.69
31R061,I.S. 061 WILLIAM A MORRIS,39%,98%,91%,4.06,3.01,3.88,N/A,3.38,3.08
31R062,THE KATHLEEN GRIMM SCHOOL FOR LEADERSHIP AND SUSTAINABILITY,94%,100%,N/A,N/A,N/A,N/A,N/A,N/A,4.75
31R063,MARSH AVENUE SCHOOL FOR EXPEDITIONARY LEARNING,54%,89%,93%,4.65,4.35,4.34,N/A,4.34,4.15
31R064,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,71%,92%,96%,N/A,N/A,N/A,N/A,N/A,3.29
31R065,P.S. 65 THE ACADEMY OF INNOVATIVE LEARNING,67%,91%,N/A,4.14,4.56,3.78,N/A,4.40,4.33
31R068,PORT RICHMOND SCHOOL FOR VISIONARY LEARNING,85%,100%,N/A,3.53,3.50,2.89,N/A,4.27,4.20
31R069,P.S. 069 DANIEL D. TOMPKINS,85%,63%,N/A,3.99,3.05,4.74,N/A,4.01,2.72
31R072,I.S. 072 ROCCO LAURIE,79%,94%,97%,N/A,N/A,N/A,N/A,N/A,3.26
31R074,P.S. 74 FUTURE LEADERS ELEMENTARY SCHOOL,61%,55%,N/A,3.17,3.82,3.17,N/A,3.93,3.00
31R075,I.S. 075 FRANK D. PAULO,73%,98%,98%,4.01,4.44,4.45,N/A,4.32,4.29
31R078,P.S. 78,41%,89%,N/A,3.20,3.10,2.12,N/A,3.41,3.48
31R080,THE MICHAEL J. PETRIDES SCHOOL,31%,75%,97%,4.53,3.28,4.57,N/A,3.58,3.05
31R440,NEW DORP HIGH SCHOOL,34%,100%,90%,N/A,N/A,N/A,N/A,N/A,3.83
31R445,PORT RICHMOND HIGH SCHOOL,23%,61%,50%,N/A,N/A,N/A,N/A,N/A,2.38
31R450,CURTIS HIGH SCHOOL,18%,87%,66%,N/A,N/A,N/A,N/A,N/A,3.45
31R455,TOTTENVILLE HIGH SCHOOL,39%,86%,84%,N/A,N/A,N/A,N/A,N/A,2.69
31R460,SUSAN E. WAGNER HIGH SCHOOL,43%,95%,84%,N/A,N/A,N/A,N/A,N/A,3.52
31R470,CONCORD HIGH SCHOOL,14%,93%,79%,N/A,N/A,N/A,N/A,N/A,4.58
31R600,RALPH R. MCKEE CAREER AND TECHNICAL EDUCATION HIGH SCHOOL,16%,81%,79%,3.55,3.62,2.76,N/A,3.68,3.57
31R605,STATEN ISLAND TECHNICAL HIGH SCHOOL,88%,94%,93%,4.45,3.91,4.59,N/A,3.83,4.25
31R607,STATEN ISLAND YABC,10%,97%,35%,4.51,4.55,4.26,N/A,3.11,4.64
31R861,STATEN ISLAND SCHOOL OF CIVIC LEADERSHIP,58%,86%,95%,4.00,4.08,3.95,N/A,4.03,2.80
32K045,P.S./I.S. 045 HORACE E. GREENE,55%,73%,95%,4.04,3.48,3.37,N/A,4.00,4.13
32K075,P.S. 075 MAYDA CORTIELLA,18%,48%,N/A,3.37,2.80,2.38,N/A,3.14,3.80
32K086,P.S. 086 THE IRVINGTON,92%,97%,N/A,3.83,4.32,4.28,N/A,4.18,4.43
32K106,P.S. 106 EDWARD EVERETT HALE,33%,95%,N/A,3.65,3.51,3.42,N/A,3.73,3.98
32K116,P.S. 116 ELIZABETH L FARRELL,56%,92%,N/A,4.47,3.69,3.73,N/A,2.91,3.15
32K123,P.S. 123 SUYDAM,81%,100%,N/A,4.12,4.07,3.65,N/A,4.27,4.25
32K145,P.S. 145 ANDREW JACKSON,52%,88%,N/A,4.05,4.32,3.66,N/A,3.28,3.91
32K151,P.S. 151 LYNDON B. JOHNSON,68%,69%,N/A,3.79,4.13,3.92,N/A,4.02,3.74
32K162,J.H.S. 162 THE WILLOUGHBY,58%,97%,94%,N/A,N/A,N/A,N/A,N/A,3.28
32K168,THE BROOKLYN SCHOOL FOR MATH AND RESEARCH,22%,100%,89%,4.16,3.87,4.38,N/A,3.90,3.90
32K274,P.S. 274 KOSCIUSKO,33%,86%,N/A,4.87,3.71,4.19,N/A,3.72,4.06
32K291,J.H.S. 291 ROLAND HAYES,44%,100%,96%,N/A,N/A,N/A,N/A,N/A,3.68
32K299,P.S. 299 THOMAS WARREN FIELD,100%,96%,N/A,4.28,3.50,3.85,N/A,3.71,3.52
32K347,I.S. 347 SCHOOL OF HUMANITIES,42%,100%,87%,4.13,3.68,3.90,N/A,2.94,3.97
32K349,"I.S. 349 MATH, SCIENCE & TECH.",66%,90%,94%,N/A,N/A,N/A,N/A,N/A,3.59
32K376,P.S. 376,85%,82%,N/A,4.88,4.56,4.17,N/A,3.53,4.47
32K377,P.S. 377 ALEJANDRINA B. DE GAUTIER,66%,62%,99%,3.45,3.04,2.27,N/A,2.68,3.58
32K383,J.H.S. 383 PHILIPPA SCHUYLER,46%,89%,94%,4.16,3.18,3.81,N/A,3.26,3.51
32K384,P.S. /I.S. 384 FRANCES E. CARTER,59%,82%,91%,N/A,N/A,N/A,N/A,N/A,3.96
32K403,ACADEMY FOR ENVIRONMENTAL LEADERSHIP,91%,96%,73%,3.29,3.01,3.18,N/A,3.64,3.61
32K545,EBC HIGH SCHOOL FOR PUBLIC SERVICE - BUSHWICK,23%,35%,69%,3.52,3.61,3.53,N/A,N/A,N/A
32K549,THE BROOKLYN SCHOOL FOR SOCIAL JUSTICE,49%,89%,61%,N/A,N/A,N/A,N/A,N/A,3.48
32K552,THE ACADEMY OF URBAN PLANNING AND ENGINEERING,83%,100%,95%,3.77,3.89,3.49,N/A,4.21,4.16
32K554,ALL CITY LEADERSHIP SECONDARY SCHOOL,40%,100%,88%,4.84,4.84,4.61,N/A,4.10,4.52
32K556,BUSHWICK LEADERS HIGH SCHOOL FOR ACADEMIC EXCELLENCE,26%,56%,89%,3.62,3.46,2.91,N/A,4.17,3.77
32K562,EVERGREEN MIDDLE SCHOOL FOR URBAN EXPLORATION,86%,97%,90%,3.97,4.33,4.06,N/A,3.16,4.62
32K564,BUSHWICK COMMUNITY HIGH SCHOOL,43%,100%,64%,2.48,3.17,2.50,N/A,3.43,3.41
75K004,P.S. K004,63%,81%,N/A,N/A,N/A,N/A,N/A,N/A,3.57
75K036,P.S. 36,60%,74%,88%,3.19,3.67,3.80,N/A,4.36,3.80
75K053,P.S. K053,42%,80%,96%,4.58,3.96,4.46,N/A,4.22,4.38
75K077,P.S. K077,32%,52%,92%,N/A,N/A,N/A,N/A,N/A,3.42
75K140,P.S. K140,63%,80%,82%,3.46,3.73,3.95,N/A,3.80,3.15
75K141,P.S. K141,42%,87%,0%,N/A,N/A,N/A,N/A,N/A,3.37
75K231,P.S. K231,39%,51%,94%,3.41,3.71,3.14,N/A,3.80,2.68
75K368,P.S. 368,22%,87%,77%,4.37,4.14,4.31,N/A,3.44,3.87
75K369,P.S. K369 - COY L. COX SCHOOL,39%,80%,82%,3.03,3.25,2.92,N/A,3.03,3.59
75K370,P.S. 370,32%,73%,78%,4.00,2.59,3.29,N/A,4.53,3.57
75K371,P.S. 371 - LILLIAN L. RASHKIS,52%,77%,56%,3.32,3.93,3.15,N/A,4.23,3.70
75K372,P.S. 372 -THE CHILDREN'S SCHOOL,49%,69%,N/A,3.98,2.61,3.93,N/A,4.14,2.77
75K373,P.S. 373 - BROOKLYN TRANSITION CENTER,48%,100%,97%,4.50,4.14,4.26,N/A,3.43,3.81
75K396,P.S. K396,23%,82%,100%,4.37,3.63,4.36,N/A,3.44,3.49
75K721,P.S. K721 - BROOKLYN OCCUPATIONAL TRAINING CENTER,30%,99%,100%,3.95,2.85,4.24,N/A,3.55,3.10
75K753,P.S. K753 - SCHOOL FOR CAREER DEVELOPMENT,25%,79%,74%,4.56,4.47,4.43,N/A,3.49,3.41
75K771,P.S. K771,46%,43%,69%,4.56,3.97,4.76,N/A,3.27,4.29
75K811,P.S. K811 CONNIE LEKAS SCHOOL,30%,72%,99%,4.50,4.33,4.78,N/A,4.11,4.03
75M035,P.S. 035,19%,60%,40%,N/A,N/A,N/A,N/A,N/A,3.56
75M079,P.S. M079 - HORAN SCHOOL,31%,80%,99%,2.62,3.42,4.17,N/A,2.24,1.63
75M094,P.S. M094,42%,53%,89%,4.12,2.98,3.79,N/A,3.77,3.13
75M138,P.S. 138,34%,50%,88%,2.93,3.38,3.48,N/A,3.89,2.96
75M169,P.S. M169 - ROBERT F. KENNEDY,74%,55%,51%,3.42,1.88,3.57,N/A,3.66,2.64
75M226,P.S. M226,45%,66%,93%,3.97,3.86,3.95,N/A,4.22,4.16
75M721,P.S. M721 - MANHATTAN OCCUPATIONAL TRAINING CENTER,79%,77%,99%,3.30,2.81,4.27,N/A,2.65,3.83
75M751,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,83%,100%,100%,4.93,4.94,4.97,N/A,3.85,4.71
75M811,P.S. M811 - MICKEY MANTLE SCHOOL,49%,49%,96%,4.66,4.05,4.10,N/A,4.48,4.44
75Q004,P.S. Q004,57%,82%,100%,4.61,4.32,4.87,N/A,4.22,4.55
75Q009,P.S. 009,27%,56%,83%,2.36,2.94,2.66,N/A,3.44,2.48
75Q023,P.S. Q023 @ QUEENS CHILDREN CENTER,10%,41%,46%,N/A,N/A,N/A,N/A,N/A,N/A
75Q075,ROBERT E. PEARY SCHOOL,34%,57%,78%,N/A,N/A,N/A,N/A,N/A,3.37
75Q177,P.S. Q177,43%,73%,100%,3.94,4.51,4.04,N/A,4.18,4.63
75Q224,P.S. Q224,36%,81%,100%,4.27,3.69,4.10,N/A,4.00,3.45
75Q233,P.S. Q233,38%,80%,95%,4.56,4.12,4.64,N/A,3.60,4.14
75Q255,P.S. Q255,40%,68%,0%,4.50,3.91,4.22,N/A,4.22,4.26
75Q256,P.S. Q256,39%,83%,70%,3.76,3.79,3.65,N/A,3.66,3.44
75Q277,THE RIVERVIEW SCHOOL,40%,86%,85%,4.03,2.23,4.28,N/A,3.71,3.31
75Q721,JOHN F. KENNEDY JR. SCHOOL,40%,81%,99%,4.48,4.24,4.37,N/A,3.81,4.05
75Q752,QUEENS TRANSITION CENTER,19%,75%,82%,N/A,N/A,N/A,N/A,N/A,2.42
75Q811,P.S. Q811,39%,48%,92%,4.73,4.12,4.72,N/A,3.97,4.24
75Q993,P.S. Q993,56%,87%,97%,4.54,4.15,4.22,N/A,4.13,3.98
75R025,SOUTH RICHMOND HIGH SCHOOL I.S./P.S. 25,34%,88%,75%,4.52,4.19,4.61,N/A,2.87,3.92
75R037,P.S. R037,48%,75%,100%,3.66,3.61,3.94,N/A,4.19,2.75
75R373,P.S. R373,34%,50%,100%,4.15,3.08,4.73,N/A,3.74,3.70
75R721,THE RICHARD H. HUNGERFORD SCHOOL,52%,93%,100%,4.83,4.69,4.91,N/A,4.38,4.38
75X010,P.S. X010,47%,74%,99%,4.11,3.53,4.19,N/A,4.38,3.63
75X012,P.S. X012 LEWIS AND CLARK SCHOOL,35%,93%,100%,N/A,N/A,N/A,N/A,N/A,3.56
75X017,P.S. X017,52%,82%,94%,3.57,3.53,3.96,N/A,3.49,2.60
75X168,P.S. 168,25%,61%,87%,N/A,N/A,N/A,N/A,N/A,3.26
75X176,P.S. X176,31%,66%,93%,4.26,3.54,4.52,N/A,4.23,3.96
75X186,P186X WALTER J. DAMROSCH SCHOOL,16%,38%,78%,4.03,3.10,3.57,N/A,N/A,N/A
75X188,P.S. X188,34%,76%,98%,3.25,3.13,4.19,N/A,3.63,3.02
75X352,THE VIDA BOGART SCHOOL FOR ALL CHILDREN,40%,82%,97%,4.21,3.83,4.12,N/A,4.08,3.54
